Company Name,Industry,Address,City,State,ZIP,Contact First Name,Contact Middle Initial,Contact Last Name,Phone,Birthdate,Email,Account Code,National ID,Creation Date,Modify Date,Demo Reference
Dunkin' Donuts,Doughnuts,2487 Warwick Ave,wARWICK,RI,02889-4262,Antonio,,Anrde,(772) 670-4519,16/02/1967,aanrde@dunkin'donuts.com,<4519-4262/Anr>,117-21-0720,05/28/04,11/14/10,
Welcome Home Inc,Gift Shops,250 Red Cliffs Dr # 27,sT GEORGE,Utah,84790-8172,Barbara,,Black,(256) 398-4513,10/02/1967,bblack@welcomehomeinc.com,<4513-8172/Bla>,44-49-5617,02/06/98,07/25/04,
Granby Fire Dept,Fire Departments,250 State St,gRANBY,MA,01033-9417,Richard,A,Gaj,(963) 295-2768,02/05/1962,rgaj@granbyfiredept.com,<2768-9417/Gaj>,741-42-6979,12/26/06,04/05/98,
Finance Dept,State Government-Finance & Taxation,251 W Washington St FL 9,pHOENIX,Arizona,85003-2201,Barbara,B,Alvarez,(583) 740-8060,27/10/1976,balvarez@financedept.com,<8060-2201/Alv>,846-81-1371,09/05/00,02/22/07,
IHOP,Hamburger & Hot Dog Stands,2529 N 75th Ave,pHOENIX,Arizona,85035-1211,Michael,D,Seamon,(407) 029-4449,08/12/1966,mseamon@ihop.com,<4449-1211/Sea>,252-96-6480,07/25/09,11/02/00,
Witcher Auctions,"Real estate agents and managers, nec",2532 Highway 284,wYNNE,AR,72396-8478,Kenneth,W,Witcher,(212) 047-3782,09/02/1965,kwitcher@witcherauctions.com,<3782-8478/Wit>,292-92-8658,04/05/03,09/21/09,
Bosa Donuts,Bakers-Retail,2536 E Main St,sT CHARLES,IL,60174-2441,Chinhak,S,Uk,(790) 310-2592,07/11/1961,cuk@bosadonuts.com,<2592-2441/Uk>,196-05-9444,12/14/96,06/02/03,
Accent On Eyes Optical,Optometrist's office,2575 Cleveland Ave,fORT MYERS,FL,33901-4906,Bollben,J,Dayton,(634) 001-7821,02/03/1976,bdayton@accentoneyesoptical.com,<7821-4906/Day>,678-78-8782,11/02/05,04/20/12,
Lamittas,Eating places,2577 W Greenway Rd,pHOENIX,Arizona,85023-4222,Stephen,Y,Newman,(618) 206-0749,21/10/1956,snewman@lamittas.com,<0749-4222/New>,405-21-8347,07/14/99,12/30/05,
Milford Justice Court,City Government-Courts,26 S 100 W,mILFORD,Utah,84751-0000,Normand,D,Thompson,(672) 387-5149,07/11/1968,nthompson@milfordjusticecourt.com,<5149-0000/Tho>,571-54-9575,06/01/08,09/10/99,
Waddell & Reed Office 1007,Oil Land Leases,2600 11th Ave Ste 200,gREELEY,Colorado,80631-8475,Stephen,S,Waechter,(812) 541-2789,23/05/1962,swaechter@waddell&reedoffice1007.com,<2789-8475/Wae>,705-93-5722,02/10/02,07/29/08,
OBM Miami Inc,Architectural service,2600 S Douglas Rd Ste 510,mIAMI,FL,33134-6100,Baubila,E,Ruiz,(892) 568-5764,15/07/1970,bruiz@obmmiamiinc.com,<5764-6100/Rui>,611-86-2371,10/22/95,04/09/02,
Colour & Heal,School/educational service,2620 N Commerce Center Dr,cEDAR CITY,Utah,84720-8478,Michele,,Dabbah,(777) 189-2630,15/12/1961,mdabbah@colour&heal.com,<2630-8478/Dab>,575-97-0813,09/09/04,02/26/11,
Richards Grdn Ctr & Fountains,Fountains-Garden Display Etc,26911 N 30th Ave,pHOENIX,Arizona,85085-7675,Richard,,Pingitore,(634) 050-4128,21/01/1966,rpingitore@richardsgrdnctr&fountains.com,<4128-7675/Pin>,884-02-6587,05/21/98,11/06/04,
Corporation of President of Th,Religious organization,2700 Sierra Vista Dr,mONROE,Utah,84754-4006,Richard,,Bagley,(664) 966-8862,07/01/1979,rbagley@corporationofpresidentofth.com,<8862-4006/Bag>,277-76-8654,04/09/07,07/18/98,
Electronics Rjo,Automobile Radio/Stereo Systs-Repairing,2722 S Alma School Rd # 1,mESA,Arizona,85210-4023,Richard,,Ozga,(162) 655-1631,22/03/1959,rozga@electronicsrjo.com,<1631-4023/Ozg>,658-31-6636,12/18/00,06/06/07,
Tiffanys Tanfastic,Health & Fitness Program Consultants,273 Younger Cir,cENTRAL,Utah,84722-3011,Tiffany,,Horsley,(321) 885-6128,14/07/1971,thorsley@tiffanystanfastic.com,<6128-3011/Hor>,767-47-1944,11/06/09,02/14/01,
Asia Refrigeration & Mech Svcs,Furniture-Manufacturers,274 Hampshire CT,dALY CITY,CA,94015-2838,Chikayu,A,Yau,(780) 617-7704,06/11/1975,cyau@asiarefrigeration&mechsvcs.com,<7704-2838/Yau>,234-47-3657,07/18/03,01/03/10,
Mss Travel Perks,"Travel agencies, nec",2768 Laniloa Rd,hONOLULU,HI,96813-1042,Maurice,B,Shimonishi,(284) 731-2648,02/01/1962,mshimonishi@msstravelperks.com,<2648-1042/Shi>,919-08-6792,03/28/97,09/14/03,
Trunk Man,Antiques-Dealers,27760 S Skinner Rd,eSTACADA,OR,97023-8473,Richard,D,Deckert,(330) 008-7269,28/08/1974,rdeckert@trunkman.com,<7269-8473/Dec>,83-19-2882,02/14/06,08/02/12,
Imrie-Gielow Inc,Miscellaneous Industrial Supplies (Whol),2823 Papin St,sAINT LOUIS,MO,63103-3029,Kenneth,W,Gielow,(170) 198-8551,02/03/1978,kgielow@imrie-gielowinc.com,<8551-3029/Gie>,982-24-2974,10/26/99,04/13/06,
Neil Worthey Contracting,Road Building Contractors,28625 Saxet Dr,bOERNE,TX,78006-5125,Richard,S,Worthey,(635) 602-3954,31/07/1965,rworthey@neilwortheycontracting.com,<3954-5125/Wor>,627-50-4642,09/13/08,12/23/99,
Biztex,Computer systems design services,2890 Griffin Rd Ste 5,fORT LAUDERDALE,FL,33312-5669,Michael,J,Omara,(554) 639-8208,24/03/1977,momara@biztex.com,<8208-5669/Oma>,638-33-3494,05/25/02,11/10/08,
Velocity Express Inc,Delivery Service,2900 Perimeter Park Dr # 500,mORRISVILLE,NC,27560-8472,Delores,Y,Wagner,(390) 082-1610,01/03/1959,dwagner@velocityexpressinc.com,<1610-8472/Wag>,214-81-5029,02/03/96,07/22/02,
Soltvedt & Associates,Lecture & Seminar Bureaus,2925 Lee Ave N,mINNEAPOLIS,MN,55422-3126,Richard,D,Soltvedt,(999) 840-7092,04/03/1974,rsoltvedt@soltvedt&associates.com,<7092-3126/Sol>,223-11-1503,12/22/04,06/10/11,
Kitchens Of Distinction-Monte,Kitchen Cabinets & Equipment-Household,295 Nassau Blvd,gARDEN CITY,NY,11530-5313,Herbert,S,Bisulk,(706) 139-1090,27/09/1957,hbisulk@kitchensofdistinction-monte.com,<1090-5313/Bis>,68-29-4050,09/02/98,02/18/05,
Northwest Import Sales,Automobile Body-Repairing & Painting,29777 Us Highway 71,mARYVILLE,MO,64468-8477,Maurice,E,Sanders,(223) 987-1734,03/07/1959,msanders@northwestimportsales.com,<1734-8477/San>,444-97-8111,07/22/07,10/30/98,
Pbb Your Professional Bank,Commercial Banks,30 Elm Ave,wOODBURY HEIGHTS,NJ,08097-1113,Roxanne,,Marrs,(769) 961-1469,11/10/1958,rmarrs@pbbyourprofessionalbank.com,<1469-1113/Mar>,362-43-0994,04/01/01,09/18/07,
1st Choice Paging,Banners,30 Mall Dr W,jERSEY CITY,NJ,07310-1615,Charles,,Okwei,(497) 560-7507,23/04/1975,cokwei@1stchoicepaging.com,<7507-1615/Okw>,493-24-8719,12/11/94,05/29/01,
Imagination Station,Child Care Service,300 E 56th Ave,aNCHORAGE,AK,99518-1242,Shirley,A,Zean,(271) 147-4365,15/09/1966,szean@imaginationstation.com,<4365-1242/Zea>,562-64-5155,10/30/03,04/17/10,
South Sevier Middle School,Schools,300 E Center St,mONROE,Utah,84754-4276,William,B,Jolley,(556) 639-2798,01/06/1962,wjolley@southseviermiddleschool.com,<2798-4276/Jol>,349-64-0633,07/10/97,12/27/03,
Master Telecommunications Inc,Telegraph communications service,3005 Chamber Dr,mONROE,NC,28110-8475,Delores,W,Pickett,(513) 565-4441,30/11/1966,dpickett@mastertelecommunicationsinc.com,<4441-8475/Pic>,527-98-4235,05/29/06,07/26/06,
VTX Consulting Corp,Investments,301 Springside Dr,aKRON, Ohio,44333-2434,Michael,S,Heyne,(749) 065-7856,06/04/1976,mheyne@vtxconsultingcorp.com,<7856-2434/Hey>,796-21-1150,02/07/00,04/05/00,
Tsp,Wholesaler of industrial supplies,302 Burns Ln,wINTER HAVEN,FL,33884-1146,Michael,J,Sakko,(862) 095-1556,06/01/1959,msakko@tsp.com,<1556-1146/Sak>,117-06-6404,12/26/08,02/22/09,
Transit Dept,"Regulation, administration of transportation, nec",302 N 1st Ave Ste 700,pHOENIX,Arizona,85003-1598,Kenneth,Y,Driggs,(838) 996-9921,01/12/1981,kdriggs@transitdept.com,<9921-1598/Dri>,364-23-1519,09/06/02,11/03/02,
GCO Carpet Outlet,Carpet & Rug Dealers-New,3070 Highway 13 W,bURNSVILLE,MN,55337-1708,Garrett,D,Ninnow,(264) 483-9078,11/08/1979,gninnow@gcocarpetoutlet.com,<9078-1708/Nin>,713-65-4367,05/17/96,09/22/11,
Pages Mobile Home Park,Mobile home site operators,308 VFW Rd,sWANSBORO,NC,28584-8090,William,S,Page,(801) 706-1888,04/12/1959,wpage@pagesmobilehomepark.com,<1888-8090/Pag>,135-98-7491,04/05/05,06/02/05,
Shell Chiropractic Inc,Chiropractors Dc,31 W Jefferson St,pHOENIX,Arizona,85003-2304,Barbara,E,Froelich,(192) 258-9841,12/09/1981,bfroelich@shellchiropracticinc.com,<9841-2304/Fro>,738-85-7108,12/15/98,02/11/99,
Izakaya Nobei,Eating places,3108 Olu St,hONOLULU,HI,96816-1426,Teruaki,,Mori,(278) 816-1389,23/07/1958,tmori@izakayanobei.com,<1389-1426/Mor>,50-21-0850,11/03/07,12/31/07,
Cqg Inc,"Commodity contracts brokers, dealers",311 S Wacker Dr Ste 3810,cHICAGO,IL,60606-6621,Stephen,,Dickey,(828) 307-3747,05/01/1965,sdickey@cqginc.com,<3747-6621/Dic>,921-88-5855,07/14/01,09/10/01,
Trust Co Of Kansas,Trust Service,312 S 5th St,lEAVENWORTH,KS,66048-2607,Michael,A,Goldak,(823) 264-8641,31/05/1978,mgoldak@trustcoofkansas.com,<8641-2607/Gol>,517-05-1114,03/25/95,07/30/10,
QS Cleaning Services,Building maintenance service,3144 W 16th St,cHICAGO,IL,60623-2232,Quintis,B,Millsap,(580) 460-8437,08/11/1977,qmillsap@qscleaningservices.com,<8437-2232/Mil>,436-20-3538,02/11/04,04/09/04,
JNC Gas,Service Stations-Gasoline & Oil,315 Broadway,tAUNTON,MA,02780-1508,Charley,D,Sarkis,(333) 645-9697,21/04/1981,csarkis@jncgas.com,<9697-1508/Sar>,177-82-5247,10/22/97,12/19/97,
Belles Southern Communications,Store Designers & Planners,315 Hilton Dr Ste 1,sT GEORGE,Utah,84770-2203,Tiffany,W,Pendelton,(634) 273-3577,19/07/1964,tpendelton@bellessoutherncommunications.com,<3577-2203/Pen>,155-42-0202,09/10/06,11/07/06,
H & N Investments Inc,Investor services,3178 Canyon View Dr,sANTA CLARA,Utah,84765-5150,Nicklos,S,Frei,(327) 601-8077,13/11/1976,nfrei@h&ninvestmentsinc.com,<8077-5150/Fre>,944-41-8969,05/21/00,07/18/00,
Sisters and Company,Beauty shops,318 E State St,mAUSTON,WI,53948-1350,Barbara,J,Iwanowicz,(639) 843-5920,18/12/1970,biwanowicz@sistersandcompany.com,<5920-1350/Iwa>,218-28-6713,04/09/09,06/06/09,
Collins Melinda,Health & Diet Foods-Retail,31864 Feather Creek Dr,mENIFEE,CA,92584-8476,Melinda,Y,Collins,(430) 874-6290,23/12/1971,mcollins@collinsmelinda.com,<6290-8476/Col>,320-94-6468,12/19/02,02/15/03,
Slide Right Doormasters Inc,Door Closers & Checks (Wholesale),320 S El Dorado # 1,mESA,Arizona,85202-1088,Kenneth,D,Kinsey,(812) 098-8374,06/09/1977,kkinsey@sliderightdoormastersinc.com,<8374-1088/Kin>,417-33-2036,08/29/96,01/04/12,
M & M Deliveries,"Local trucking, without storage, nec",3211 County Road 9,bRYAN, Ohio,43506-9708,William,S,Muelhfeld,(487) 661-7529,15/05/1975,wmuelhfeld@m&mdeliveries.com,<7529-9708/Mue>,423-71-7625,07/18/05,09/14/05,
Smith Tim Electrical Contr,Electrical contractor,323 N 86th St,mESA,Arizona,85207-7714,Timothy,E,Smith,(850) 697-0812,23/12/1956,tsmith@smithtimelectricalcontr.com,<0812-7714/Smi>,95-40-3253,03/29/99,05/26/99,
Nova Care,Physical Therapists,3233 E Chandler Blvd # 23,pHOENIX,Arizona,85048-7297,Jessica,,Sorenson,(996) 726-2815,18/06/1962,jsorenson@novacare.com,<2815-7297/Sor>,481-45-8795,02/15/08,04/13/08,
Jackson Advisors Inc,Labor Relation Consultants,325 Painted HLS,iVINS,Utah,84738-6082,Charles,,Jackson,(929) 165-1718,17/06/1959,cjackson@jacksonadvisorsinc.com,<1718-6082/Jac>,711-06-9594,10/26/01,12/23/01,
WHJ Consulting,Business Management Consultants,329 Plum St # C402,cINCINNATI, Ohio,45202-2692,Richard,A,Henline,(452) 761-0977,06/06/1957,rhenline@whjconsulting.com,<0977-2692/Hen>,961-25-7357,07/07/95,11/11/10,
Meadowland Ctr Cnslg & Psythpy,Child Guidance,33 Lincoln Ave,rUTHERFORD,NJ,07070-2112,Maureen,B,Hoch,(209) 351-7567,22/06/1975,mhoch@meadowlandctrcnslg&psythpy.com,<7567-2112/Hoc>,79-10-0963,05/25/04,07/22/04,
Sjal,First Aid Supplies-Wholesale,330 W 38th St 711,nEW YORK,NY,10018-2999,Kristin,D,Petrovich,(461) 237-1884,30/11/1959,kpetrovich@sjal.com,<1884-2999/Pet>,661-47-5476,02/03/98,04/02/98,
Shang Hai Express,Restaurants,3302 W Thomas Rd # 1,pHOENIX,Arizona,85017-5605,Raymond,W,Wong,(181) 331-3250,27/08/1963,rwong@shanghaiexpress.com,<3250-5605/Won>,40-50-0121,12/23/06,02/19/07,
RC Rogers Investments LLC,Investor services,3309 E Rock Wren Rd,pHOENIX,Arizona,85044-8708,Richard,S,Rogers,(758) 567-4650,27/06/1967,rrogers@rcrogersinvestmentsllc.com,<4650-8708/Rog>,564-11-5221,09/02/00,10/30/00,
Kdhx FM Radio,Radio broadcast station,3504 Magnolia Ave,sAINT LOUIS,MO,63118-1134,Beverly,J,Hacker,(292) 500-2752,16/04/1962,bhacker@kdhxfmradio.com,<2752-1134/Hac>,18-23-3085,07/22/09,09/18/09,
Valley Bookkeeping Services,Accounting/bookkeeping service,352 Washington St,aTHENA,OR,97813-6055,William,Y,Fuuk,(151) 424-3580,22/07/1964,wfuuk@valleybookkeepingservices.com,<3580-6055/Fuu>,863-36-6545,04/02/03,05/30/03,
Nancy L Gum Inc,Dentists,3535 Ross Ave # 305,sAN JOSE,CA,95124-3088,Carolyn,D,Nadey,+1 (151) 424-3580,26/10/1972,cnadey@nancylguminc.com,<6598-3088/Nad>,409-96-0777,12/11/96,04/17/12,
Peso Transfer,Money Order Service,354 S Broadway,lOS ANGELES,CA,90013-1208,Latisha,S,Bedo,+1 (869) 943-6598,23/12/1973,lbedo@pesotransfer.com,<7021-1208/Bed>,240-22-8221,10/30/05,12/27/05,
Corvel,Billing Service,3550 N Central Ave # 915,pHOENIX,Arizona,85012-2117,Deborah,E,Wilkerson,+1 (904) 415-7021,03/05/1961,dwilkerson@corvel.com,<2404-2117/Wil>,141-96-1764,07/11/99,09/07/99,
Watershed Partners Inc,Construction Management,3590 W Kiltie Loop,fLAGSTAFF,Arizona,86001-8478,William,,Oster,+1 (138) 327-2404,09/09/1973,woster@watershedpartnersinc.com,<6916-8478/Ost>,89-79-0028,05/29/08,07/26/08,
Construction Sealants Sup Inc,Floor Treatment Compounds (Wholesale),3610 E Southern Ave Ste 1,pHOENIX,Arizona,85040-9081,Brandon,,Obrien,+1 (108) 758-6916,16/04/1975,bobrien@constructionsealantssupinc.com,<7500-9081/Obr>,824-31-5751,02/07/02,04/06/02,
Raymond Greer & Sassaman,Attorneys,3636 N Central Ave # 1070,pHOENIX,Arizona,85012-8502,Michael,A,Raymond,+1 (648) 847-7500,12/01/1957,mraymond@raymondgreer&sassaman.com,<0832-8502/Ray>,998-49-7824,10/19/95,02/23/11,
Surcon International,Business Management Consultants,369 Montezuma Ave Pmb 411,sANTA FE,NM,87501-2626,Richard,B,Petronio,+1 (428) 693-0832,20/05/1963,rpetronio@surconinternational.com,<3151-2626/Pet>,280-72-5101,09/06/04,11/03/04,
Sherman Howard Construction,Heavy construction contractor,382 S 100 W,lA VERKIN,Utah,84745-5700,Sherman,D,Howard,+1 (987) 665-3151,20/05/1974,showard@shermanhowardconstruction.com,<7169-5700/How>,343-72-6934,05/18/98,07/15/98,
Tea For Tutu,Dance studio/school/hall,383 Long Beach Rd,iSLAND PARK,NY,11558-1039,Barbara,W,Cittadino,+1 (656) 014-7169,19/02/1961,bcittadino@teafortutu.com,<2331-1039/Cit>,289-02-0289,04/06/07,06/03/07,
M & R Locksmith Svc,Locks & Locksmiths,385 S Highway 143,bRIAN HEAD,Utah,84719-0000,Michael,S,Carr,+1 (957) 803-2331,09/02/1964,mcarr@m&rlocksmithsvc.com,<3416-0000/Car>,848-90-7128,12/15/00,02/11/01,
CWI Computer,Computers-Service & Repair,3850 Wilshire Blvd # 345,lOS ANGELES,CA,90010-3263,Chaewon,J,Im,+1 (801) 446-3416,21/10/1977,cim@cwicomputer.com,<8419-3263/Im>,436-35-0004,11/03/09,12/31/09,
Cedar Breaks Electric,Electrical contractor,3892 W 4000 N,cEDAR CITY,Utah,84720-5213,Raymond,Y,Pratt,+1 (918) 943-8419,03/03/1960,rpratt@cedarbreakselectric.com,<1978-5213/Pra>,628-52-0507,07/15/03,09/11/03,
Suzettes Breakfast & Lunch Sp,Eating places,39 Pleasant St,gARDNER,MA,01440-2608,Suzette,D,Goguen,+1 (829) 131-1978,20/02/1976,sgoguen@suzettesbreakfast&lunchsp.com,<7810-2608/Gog>,810-19-2527,03/25/97,07/30/12,
Xtreme Sponge,Recording Studios,39 S Main St,hURRICANE,Utah,,Stephen,S,Lemmon,+1 (365) 900-7810,30/01/1976,slemmon@xtremesponge.com,<7789-/Lem>,802-65-2324,02/11/06,04/10/06,
DCH,"Single-family housing construction, nec",39 Tanners Brook Rd,cHESTER,NJ,,Douglas,E,Decker,+1 (537) 330-7789,04/08/1973,ddecker@dch.com,<6880-/Dec>,610-88-5375,10/23/99,12/20/99,
French Camp Golf Course,Golf Courses-Public,3919 French Camp Rd,mANTECA,CA,,Francis,,Collier,+1 (586) 638-6880,13/02/1972,fcollier@frenchcampgolfcourse.com,<6342-/Col>,947-92-0236,09/10/08,11/07/08,
Farmers Insurance Group,Insurance,3930 E Ray Rd # 150,pHOENIX,Arizona,,Elliott,,Laine,+1 (784) 852-6342,04/04/1977,elaine@farmersinsurancegroup.com,<8219-/Lai>,394-69-4031,05/22/02,07/19/02,
Shilla Photo & Video Studio,Portrait studio,3947 W Lawrence Ave,cHICAGO,IL,,Saehoon,,Ji,+1 (757) 543-8219,02/08/1962,sji@shillaphoto&videostudio.com,<2860-/Ji>,872-29-0076,01/31/96,06/07/11,
Accuracy Speaks Gun Smithing,Printing Equipment-Repairing,3960 N Usery Pass Rd,mESA,Arizona,,Derrick,,Martin,+1 (561) 643-2860,20/03/1967,dmartin@accuracyspeaksgunsmithing.com,<4551-/Mar>,806-62-9083,12/19/04,02/15/05,
Citizens Water Resources,Water supply service,39920 N Gavilan Peak Pkwy,pHOENIX,Arizona,,Richard,,Moore,+1 (595) 417-4551,02/08/1968,rmoore@citizenswaterresources.com,<5052-/Moo>,306-13-1221,08/30/98,10/27/98,
R D Express,Trucking,4 Union Sq # H,uNION CITY,CA,,Jaswant,,Sra,+1 (533) 963-5052,19/11/1968,jsra@rdexpress.com,<5161-/Sra>,50-22-0134,07/19/07,09/15/07,
Undercover Spas,Furniture-Outdoor,400 S 2nd St,lARAMIE,WY,,Michael,,Gapter,+1 (547) 468-5161,31/08/1961,mgapter@undercoverspas.com,<2524-/Gap>,107-19-0284,03/29/01,05/26/01,
Honorable William Canby,Government Offices-Us,401 W Washington St # 55,pHOENIX,Arizona,,William,,Canby,+1 (670) 140-2524,17/09/1975,wcanby@honorablewilliamcanby.com,<7654-/Can>,26-15-8219,12/08/94,04/14/10,
Potigian Transfer Inc,Over-the-road trucking company,4041 S Golden State Blvd,fRESNO,CA,,Leonard,,Potigian,+1 (743) 214-7654,19/02/1959,lpotigian@potigiantransferinc.com,<1600-/Pot>,707-86-9540,10/27/03,12/24/03,
Aegis Insurance,Insurance,405 Washington St,bRAINTREE,MA,,Richard,,Bernache,+1 (361) 887-1600,17/06/1958,rbernache@aegisinsurance.com,<1353-/Ber>,785-40-1258,07/07/97,09/03/97,
Goodard Lainjo MD,Physicians & Surgeons,41 Dolson Ave,mIDDLETOWN,NY,,Goodard,,Lainjo,+1 (210) 568-1353,21/10/1970,glainjo@goodardlainjomd.com,<5862-/Lai>,241-72-8430,05/26/06,07/23/06,
Fairway Independent Mtg Corp,Real Estate Loans,41 E Tanya Rd,pHOENIX,Arizona,,Beverly,,Anderson,+1 (589) 085-5862,11/02/1975,banderson@fairwayindependentmtgcorp.com,<7436-/And>,272-36-3026,02/04/00,04/02/00,
Richard D's Barber Shop,Barbers,4105 N 51st Ave # 105,pHOENIX,Arizona,,Richard,,Dominguez,+1 (788) 626-7436,25/07/1962,rdominguez@richardd'sbarbershop.com,<2852-/Dom>,158-42-4337,12/23/08,02/19/09,
Magleby & Associates Inc,Business service,415 E 580 S,mONROE,Utah,84754-4405,Douglas,,Magleby,+1 (567) 033-2852,25/12/1959,dmagleby@magleby&associatesinc.com,<1909-4405/Mag>,609-91-6536,09/03/02,10/31/02,
Harris & Harris Lawyers,Legal service,42 S 850 W Ste 102,hURRICANE,Utah,84737-3210,Stephen,,Harris,+1 (999) 502-1909,01/05/1968,sharris@harris&harrislawyers.com,<4959-3210/Har>,392-61-4726,05/14/96,09/19/11,
Sow Sportswear,Men's and boys' clothing stores,4206 White Plains Rd,bRONX,NY,10466-3014,Ousmane,,Sow,+1 (821) 680-4959,31/12/1963,osow@sowsportswear.com,<3376-3014/Sow>,548-48-4948,04/02/05,05/30/05,
Family Dollar Store,Variety Stores,4218 W Bethany Home Rd,pHOENIX,Arizona,85019-1808,Deborah,,Amparano,+1 (757) 645-3376,26/12/1956,damparano@familydollarstore.com,<0815-1808/Amp>,663-72-7454,12/12/98,02/08/99,
Alri Quality & Construction Co,Welding,4243 Clark Ave,sAN ANTONIO,TX,78223-2217,Richard,,Dueno,+1 (460) 876-0815,15/01/1955,rdueno@alriquality&constructionco.com,<0104-2217/Due>,534-62-1240,10/31/07,12/28/07,
BWB Woodworking,"Lumber, plywood, and millwork, nec",4271 Bush Rd NW,wASHINGTON COURT HOUSE, Ohio,43160-9552,William,,Seyfang,+1 (643) 374-0104,29/01/1980,wseyfang@bwbwoodworking.com,<9249-9552/Sey>,561-83-5686,07/11/01,09/07/01,
C and H Rentals Inc,equipment rental/leasing service,428 N 800 W,cEDAR CITY,Utah,84720-2034,Stewart,,Gower,+1 (600) 323-9249,31/12/1967,sgower@candhrentalsinc.com,<4837-2034/Gow>,858-15-9305,03/22/95,07/27/10,
Lady JZ Beauty Salon,Skin Treatments,43 Poquonock Ave,wINDSOR,CT,06095-2548,Jaunita,,Champion,+1 (702) 251-4837,06/12/1965,jchampion@ladyjzbeautysalon.com,<4082-2548/Cha>,230-43-1528,02/08/04,04/06/04,
Cynthias Cakes,Retail bakeries,4310 N Doolittle Rd,eDINBURG,TX,78541-8473,Cynthia,,Ebrom,+1 (537) 869-4082,14/04/1956,cebrom@cynthiascakes.com,<0559-8473/Ebr>,571-68-9696,10/19/97,12/16/97,
Valuer LLC,Real estate investment trusts,4344 E Swilling Rd,pHOENIX,Arizona,85050-8814,Randall,,Avritte,+1 (334) 782-0559,17/09/1956,ravritte@valuerllc.com,<0715-8814/Avr>,751-61-9214,09/07/06,11/04/06,
Coyote Springs Water & Ice,Water Companies-Bottled,439 S Ellsworth Rd,mESA,Arizona,85208-3200,Michael,,Zielinski,+1 (826) 520-0715,05/06/1956,mzielinski@coyotespringswater&ice.com,<0611-3200/Zie>,205-46-3161,05/18/00,07/15/00,
Bulkley Taxidermy,Taxidermists,44 N Main St,pANGUITCH,Utah,84759-0000,Russell,,Bulkley,+1 (793) 346-0611,03/10/1954,rbulkley@bulkleytaxidermy.com,<0000-0000/Bul>,865-99-7584,04/06/09,06/03/09,
Bisutti Richard Realty,Real estate agents and managers,44 Vera Cruz St,sIMI VALLEY,CA,93065-4059,Richard,,Bisutti,+1 (934) 872-0000,23/03/1964,rbisutti@bisuttirichardrealty.com,<3459-4059/Bis>,73-47-7557,12/16/02,02/12/03,
Homestead Sales,Business service,440 W 200 N,lA VERKIN,Utah,84745-5227,Charles,,McKonkey,+1 (428) 012-3459,17/04/1958,cmckonkey@homesteadsales.com,<1292-5227/McK>,964-46-3929,08/26/96,01/01/12,
William Segasser Floor Instltn,Floor Laying Refinishing & Resurfacing,4407 Vicliff Rd,wEST PALM BEACH,FL,33406-7570,William,,Segasser,+1 (338) 758-1292,25/07/1979,wsegasser@williamsegasserfloorinstltn.com,<9061-7570/Seg>,594-96-8990,07/15/05,09/11/05,
Fantastic Cleaning Co Inc,Janitor Service,4409 E Via Montoya Dr,pHOENIX,Arizona,85050-6821,Mariann,,Murphy,+1 (666) 335-9061,21/01/1972,mmurphy@fantasticcleaningcoinc.com,<6319-6821/Mur>,578-79-3251,03/26/99,05/23/99,
Fred Valens,Heating Contractors,4450 W Encanto Blvd,pHOENIX,Arizona,85035-2309,Alfredo,,Valenzuela,+1 (262) 055-6319,01/08/1966,avalenzuela@fredvalens.com,<4320-2309/Val>,203-91-9164,02/12/08,04/10/08,
Pump Specialists Inc,Wholesale industrial machinery/equipment,4490 E Seedling Mile Rd,gRAND ISLAND,NE,68801-8474,Kenneth,,Nienhueser,+1 (762) 792-4320,01/03/1977,knienhueser@pumpspecialistsinc.com,<8185-8474/Nie>,203-17-2070,10/23/01,12/20/01,
R&Jtv& Radio Service,Consumer electronics repair service,45 Davis Rd,bRANCHVILLE,NJ,07826-4403,William,,Westercamp,+1 (116) 966-8185,03/12/1967,wwestercamp@r&jtv&radioservice.com,<4809-4403/Wes>,31-80-4888,07/04/95,11/08/10,
Phillip Noland,Attorneys,45 W Jefferson St # 403,pHOENIX,Arizona,85003-2315,Phillip,,Noland,+1 (238) 716-4809,15/07/1966,pnoland@phillipnoland.com,<4303-2315/Nol>,378-20-2945,05/22/04,07/19/04,
Garcias Bail Bond,Appraisers,45 W Jefferson St Ste 32,pHOENIX,Arizona,85003-2307,Richard,,Garcia,+1 (510) 114-4303,11/11/1962,rgarcia@garciasbailbond.com,<2961-2307/Gar>,350-21-1138,01/31/98,03/30/98,
Hmg,Medical Management Service,4535 Dressler Rd NW,cANTON, Ohio,44718-2545,Stephen,,Houff,+1 (725) 798-2961,09/02/1957,shouff@hmg.com,<0860-2545/Hou>,470-88-6382,12/20/06,02/16/07,
